Film_title,Release_year,Runtime,Director,Producer,Writer,Editor,Cinematography,Production Design,Composer,Sound,Genre,Cast,Personal_rating,Average_rating,Letterboxd URL
"Kiko, the Boxer",2017,76,Thop Nazareno,"['Ferdinand Lapuz', 'James Robin Mayo']","[""Denise O'Hara"", 'Emmanuel Espejo Jr.', 'Ash Malanum', ""Heber O'Hara""]",['Thop Nazareno'],['Marvin Reyes'],['Ericson Navarro'],['Pepe Manikan'],nan,['drama'],"['Noel Comia Jr.', 'Yayo Aguila', 'Yul Servo', 'JM Canlas', 'Denise Soliva', 'William Buenavente']",nan,3.7,https://letterboxd.com//film/kiko-the-boxer/
Last Supper No. 3,2009,80,Veronica Velasco,"['Veronica Velasco', 'Pablo Biglang-awa', 'John Silva']","['Winston Acuyong', 'Jinky Laurel']","['Veronica Velasco', 'Pablo Biglang-awa']",['Mo Zee'],"['Giselle Andres', 'Michaela C. Tatad']",['Dan Gil'],nan,"['comedy', 'drama']","['Joey Paras', 'Jojit Lorenzo', 'JM de Guzman', 'Beverly Salviejo', 'Debraliz', 'Maricel Soriano', 'Malou Crisologo', 'Mark Meily', 'Liza Lorena', 'Ricky Davao', 'Dante Balois', 'Ness Roque', 'Andoy Ranay', 'Cecile Torre', 'Marlon Hoffer', 'Rommel Luna', 'Bernard Laxa', 'Alex Tiglao', 'Gina Lumauig', 'Kalila Aguilos', 'Jason Moss', 'Rita Daniela', 'Ronli Vergel de Dios', 'Janneke Agustin', 'Alwyn Uytingco']",nan,3.7,https://letterboxd.com//film/last-supper-no-3/
Scarecrow,2015,120,Zig Madamba Dulay,nan,['Zig Madamba Dulay'],nan,nan,nan,nan,nan,['drama'],"['Alessandra de Rossi', 'Shamaine Buencamino', 'Micko Laurente', 'Julio Diaz', 'Delphine Buencamino', 'Lui Manansala', 'Erlinda Villalobos', 'Abegail Edillo', 'Kiki Baento']",nan,3.69,https://letterboxd.com//film/scarecrow-2015/
The Rites of May,1976,105,Mike de Leon,nan,"['Clodualdo del Mundo Jr.', 'Gil Quito']",['Ike Jarlego Jr.'],"['Rody Lacap', 'Ely Cruz']",['Mel Chionglo'],['Max Jocson'],"['Ramon Reyes', 'Luis S. Reyes', 'Sebastian Sayson']","['thriller', 'drama']","['Charo Santos-Concio', 'Tommy Abuel', 'Mona Lisa', 'Mario Montenegro', 'Sarah K. Joaquin', 'Susan Valdez-LeGoff', 'Moody Diaz']",nan,3.68,https://letterboxd.com//film/the-rites-of-may/
Breakaway,2012,88,Ian Loreños,nan,nan,nan,nan,nan,nan,nan,['drama'],"['Jericho Rosales', 'Bugoy Carino', 'Leo Martinez', 'Smokey Manaloto', 'Nanette Inventor', 'Jeremiah Rosales', 'Jamieson Lee', 'Marti San Juan', 'John Manalo', 'Carmen Soo']",nan,3.69,https://letterboxd.com//film/breakaway-2012/
Apocalypse Child,2015,100,Mario Cornejo,nan,['Monster Jimenez'],['Lawrence S. Ang'],['Ike Avellana'],nan,['Armi Millare'],['Corinne de San Jose'],['drama'],"['Sid Lucero', 'Gwen Zamora', 'Ana Abad-Santos', 'RK Bagatsing', 'Annicka Dolonius', 'Archie Alemania']",nan,3.69,https://letterboxd.com//film/apocalypse-child/
Please • Care,2017,100,Giancarlo Abrahan,nan,['Giancarlo Abrahan'],['Ilsa Malsi'],['Sasha Palomares'],"['Whammy Alcazaren', 'Thesa Tang']",['Len Calvo'],"['Mikko Quizon', 'Jason Conanan', 'Kat Salinas']","['comedy', 'drama']","['Dexter Doria', 'Noel Trinidad', 'Shamaine Buencamino', 'Eula Valdez', 'Ricky Davao', 'Cielo Aquino', 'Ina Feleo', 'Miguel Valdes', 'Sari Estrada', 'Paolo Paraiso', 'Dravin Angeles', 'Sunshine Teodoro', 'Thea Yrastorza']",nan,3.69,https://letterboxd.com//film/please-care/
Lingua Franca,2019,95,Isabel Sandoval,"['Isabel Sandoval', 'Carlo Velayo', 'Darlene Malimas', 'Cecilia Mejia', 'Jhett Tolentino', 'Jerome Kerkman']",['Isabel Sandoval'],['Isabel Sandoval'],['Isaac Banks'],"['Clint Ramos', 'Maxwell Nalevansky']",['Teresa Barrozo'],['Albert Michael Idioma'],['drama'],"['Isabel Sandoval', 'Lynn Cohen', 'Eamon Farren', 'Ivory Aquino', 'Lev Gorn', 'P.J. Boudousqué', 'Andrea Leigh', 'Leif Steinert', 'Jake Soister', 'Roman Blat', 'Megan Channell', 'Shiloh Verrico', 'Mark Nelson', 'Daniel Danielson', 'Bryan Webster', 'Dean Temple', 'Ari Barkan', 'Deema Aitken', 'Christine Spang', 'Ian Harmon', 'Matthew James Ballinger']",nan,3.68,https://letterboxd.com//film/lingua-franca/
Season of the Devil,2018,234,Lav Diaz,"['Bianca Balbuena', 'Bradley Liew']",['Lav Diaz'],['Lav Diaz'],['Larry Manda'],['Popo Diaz'],['Lav Diaz'],['Corinne de San Jose'],['drama'],"['Piolo Pascual', 'Shaina Magdayao', 'Pinky Amador', 'Bituin Escalante', 'Hazel Orencio', 'Joel Saracho', 'Bart Guingona', 'Angel Aquino', 'DMs Boongaling', 'Lilit Reyes', 'Bradley Liew', 'Ian Lomongo', 'Noel Sto. Domingo', 'Jonathan Francisco', 'Junji Delfino', 'Bianca Balbuena']",nan,3.68,https://letterboxd.com//film/season-of-the-devil/
When the Waves Are Gone,2022,187,Lav Diaz,"['Joaquim Sapinho', 'Bianca Balbuena', 'Bradley Liew', 'Mikkel Jersin', 'Eva Jakobsen', 'Katrin Pors', 'Jean-Christophe Simon']",['Lav Diaz'],nan,['Larry Manda'],['Lav Diaz'],nan,"['Hugo Leitão', 'Edrice Saeed']","['thriller', 'drama']","['John Lloyd Cruz', 'Ronnie Lazaro', 'Shamaine Buencamino', 'DMs Boongaling', 'Hazel Orencio', 'Lucinda Loureiro', 'Ana Vilela da Costa', 'Monica Calle']",nan,3.68,https://letterboxd.com//film/when-the-waves-are-gone/
Manang Biring,2015,88,Carl Joseph E. Papa,nan,['Carl Joseph E. Papa'],['Carl Joseph E. Papa'],"['Manuel Abanto', 'Rap Ramirez']",['Matthew Erickson Echague'],['Dinno Christopher Parafina'],['Andrew Milallos'],"['drama', 'animation']","['Erlinda Villalobos', 'Mailes Kanapi', 'Bea Benedicto', 'Cherry Pie Picache', 'John Carlo Tan', 'Alcris Galura', 'Patrick Sugui', 'Lance Raymundo']",nan,3.68,https://letterboxd.com//film/manang-biring/
Broken Marriage,1983,106,Ishmael Bernal,nan,"['Jose N. Carreon', 'Bing Caballero']",['Jess Navarro'],['Manolo R. Abaya'],['Len Santos'],['Max Jocson'],['Vic Macamay'],nan,"['Vilma Santos', 'Christopher de Leon', 'Orestes Ojeda', 'Lito Pimentel', 'Tessie Tomas', 'Spanky Manikan', 'Cesar Montano', 'Sandy Andolong', 'Harlene Bautista', 'Richard Arellano', 'Laura Hermosa', 'Ray Ventura', 'Beth Mondragon', 'Evelyn Vargas', 'Idda Yaneza', 'Lucy Quinto', 'Tony Angeles', 'Tony Rubio', 'Zorayda Sanchez', 'Rey ""PJ"" Abellana', 'Rudy Meyer']",nan,3.67,https://letterboxd.com//film/broken-marriage/
Lorna,2014,123,Sigrid Andrea Bernardo,nan,['Sigrid Andrea Bernardo'],"['Joris Fernandez', 'Carlo Francisco Manatad']",['Alma de la Peña'],['Popo Diaz'],['Diwa de Leon'],['Nioki Aquino'],"['comedy', 'drama']","['Shamaine Buencamino', 'Lav Diaz', 'Felix Roco', 'Maria Isabel Lopez', 'Raquel Villavicencio', 'Jim Paredes', 'Juan Rodrigo', 'Angel Aquino', 'Miguel Faustmann', 'Karl Medina']",nan,3.67,https://letterboxd.com//film/lorna-2014/
Gameboys: The Movie,2021,107,Ivan Andrew Payawal,nan,['Ash Malanum'],nan,['Carlo Mendoza'],['Nestor Abrogena Jr.'],nan,nan,"['drama', 'romance', 'music']","['Elijah Canlas', 'Kokoy de Santos', 'Adrianna So', 'Miggy Jimenez', 'Kyle Velino', 'Angie Castrence', 'Susan Africa', 'Kych Minemoto']",nan,3.67,https://letterboxd.com//film/gameboys-the-movie/
Lea's Story,1998,109,Chito S. Roño,"['Malou N. Santos', 'Trina N. Dayrit']",['Lualhati Bautista'],['Jaime B. Davila'],['Charlie Peralta'],['Manny Morfe'],['Jessie Lasaten'],['Albert Michael Idioma'],"['drama', 'comedy']","['Vilma Santos', 'Carlo Aquino', 'Serena Dalrymple', 'Ariel Rivera', 'Albert Martinez', 'Cherry Pie Picache', 'Raymond Bagatsing', 'Angel Aquino', 'Rosemarie Gil', 'Dexter Doria', 'Cita Astals', 'Andrea Del Rosario', 'Lucy Quinto', 'Menggie Cobarrubias', 'Carmen Serafin', 'Josie Tagle', 'Ronalisa Cheng', 'Jeralyn Narciso', 'Girlie Alcantara']",nan,3.66,https://letterboxd.com//film/leas-story/
12 Weeks,2022,105,Anna Isabelle Matutina,nan,['Anna Isabelle Matutina'],"['Anna Isabelle Matutina', 'Michael Lacanilao']",['Jippy Pascua'],['Marielle Hizon'],nan,['Lamberto Casas Jr.'],['drama'],"['Max Eigenmann', 'Bing Pimentel', 'Vance Larena', 'Claudia Enriquez', 'Nor Domingo', 'Pamela Miras', 'Paolo Villaluna']",nan,3.66,https://letterboxd.com//film/12-weeks-2022/
José Rizal,1998,178,Marilou Diaz-Abaya,nan,"['Ricardo Lee', 'Jun Robles Lana', 'Peter Ong Lim']",['Manet A. Dayrit'],['Rody Lacap'],['Leo Abaya'],['Nonong Buencamino'],['Albert Michael Idioma'],"['war', 'history', 'drama']","['Cesar Montano', 'Joel Torre', 'Jaime Fabregas', 'Gloria Diaz', 'Gardo Versoza', 'Monique Wilson', 'Chin Chin Gutierrez', 'Mickey Ferriols', 'Pen Medina', 'Peque Gallaga', 'Gina Alajar', 'Ronnie Lazaro', 'Tanya Gomez', 'Tony Mabesa', 'Nonie Buencamino', 'Bon Vibar', 'Subas Herrero', 'Alexis Santaren', 'Chiqui Xerxes-Burgos', 'Archie Adamos', 'Jhong Hilario', 'Fritz Ynfante', 'Tess Dumpit', 'Irma Adlawan', 'Angie Castrence', 'Rowena Basco', 'Ping Medina', 'Dennis Marasigan', 'Mon Confiado', 'Jess Evardone', 'Joel Lamangan', 'Tony Carreon', 'Richard Quan', 'Roeder Camanag', 'Nanding Josef', 'Ryan Eigenmann', 'Jon Achaval', 'Pocholo Montes', 'Cloyd Robinson', 'Minco Fabregas', 'LJ Moreno', 'Bey Vito', 'Kidlat Tahimik', 'Toto Natividad']",nan,3.66,https://letterboxd.com//film/jose-rizal/
Jaguar,1979,100,Lino Brocka,nan,"['Ricardo Lee', 'Jose F. Lacaba', 'Nick Joaquin']",['Rene Tala'],['Conrado Baltazar'],['Bobby Bautista'],['Vanishing Tribe'],nan,"['drama', 'action']","['Phillip Salvador', 'Amy Austria', 'Menggie Cobarrubias', 'Johnny Delgado', 'Mario Escudero', 'Jimmy Santos', 'Anita Linda', 'Aida Carmona', 'Joe Cunanan', 'Fred Param', 'Nonoy De Guzman', 'Eddie Gicoso', 'Nando Tiongson', 'Rey Tomenes', 'Eddie Laburiante', 'Dexter Doria', 'Deborah Sun', 'Roi Vinzon', 'Joel Lamangan', 'Khryss Adalia']",nan,3.65,https://letterboxd.com//film/jaguar/
Rain,2019,96,Irene Villamor,"['Veronique del Rosario-Corpus', 'Neil Arce', 'June Torrejon-Rufino', 'Vincent del Rosario III']",['Irene Villamor'],['Renard Torres'],['Neil Daza'],['Ferdi Abuel'],['Len Calvo'],"['Mikko Quizon', 'Jason Conanan']","['drama', 'mystery', 'fantasy', 'romance']","['Nadine Lustre', 'Carlo Aquino', 'Marco Gumabao', 'Aj Muhlach', 'Perla Bautista', 'William Martinez', 'Andrea Del Rosario', 'Kylie Verzosa', 'Josef Elizalde', 'Elia Ilano', 'Limer Veloso', 'Angeli Bayani', 'Leo Martinez', 'Andy Kunz', 'Jourdanne Castillo']",nan,3.65,https://letterboxd.com//film/rain-2019-4/
Wherever You Are,2005,107,Cholo Laurel,nan,['Ricardo Lee'],['Marya Ignacio'],['Charlie Peralta'],['Jon Cuyson'],['Jessie Lasaten'],['Addiss Tabong'],"['romance', 'thriller', 'drama']","['Claudine Barretto', 'Jericho Rosales', 'Diether Ocampo', 'Hilda Koronel', 'Gloria Diaz', 'Irma Adlawan', 'Dante Rivero', 'Kathryn Bernardo', 'Jhong Hilario', 'Chiqui del Carmen', 'Lovely Rivero', 'Neri Naig', 'Katherine Luna']",nan,3.65,https://letterboxd.com//film/wherever-you-are-2005/
Elise,2019,112,Joel Ferrer,nan,"['Joel Ferrer', 'Miko Livelo']",['Renewin Alano'],['Malay Javier'],['Ericson Navarro'],nan,nan,"['romance', 'comedy']","['Enchong Dee', 'Janine Gutierrez', 'Pilita Corrales', 'Jackie Lou Blanco', 'Erin Ocampo', 'Victor Anastacio', 'Miel Espinoza', 'Laura Lehmann', 'Miko Raval', 'Allan Paule', 'Andrea Del Rosario', 'Krystal Brimner', 'Geson Granado', 'Kayla Heredia', 'Shyr Valdez', 'Archie Adamos', 'Kate Alejandrino', 'Zandra Summer', 'Charlene Kua', 'Earl Ignacio', 'Nieves Mower', 'Neil Tolentino', 'Niq Ablao', 'Miko Livelo', 'Victor Villanueva', 'Maria Cristina Relos', 'Mary Elisha Juanillo', 'Kris Jane Milgar', 'Gil Macahis', 'Joy Picante Magan']",nan,3.65,https://letterboxd.com//film/elise-2019/
Keka,2003,93,Quark Henares,nan,['Quark Henares'],['Marya Ignacio'],['J.A. Tadena'],['Dante Nico Garcia'],nan,"['Erwin Romulo', 'Noel Bruan']","['action', 'romance', 'comedy', 'thriller']","['Katya Santos', 'Wendell Ramos', 'Vhong Navarro', 'Bobby Andrews', 'Marky Lopez', 'Jordan Herrera', 'Rissa Mananquil-Samson', 'Adrian Alandy', 'TJ Trinidad', 'Tristan Enriquez', 'Tuesday Vargas', 'Vanna Garcia', 'Rey Solo', 'Helen Arevalo', 'Ryan Eigenmann', 'JC Parker', 'Andrea Del Rosario', 'J.V. Katipunan', 'Jun Sabayton', 'Ramon Bautista', 'Mitch Singson', 'Mikey Amistoso', 'Justin Sunico', 'Jeff Cabal', 'Jason Caballa', 'Atom Henares', 'Lia Martinez', 'J. M. Rodriguez', 'Ramon De Veyra', 'Quark Henares', 'Alexis Tioseco']",nan,3.63,https://letterboxd.com//film/keka/
Scorpio Nights,1985,126,Peque Gallaga,nan,"['Uro Q. dela Cruz', 'T.E. Pagaspas', 'Rommel Bernardino']",['Jess Navarro'],['Ely Cruz'],['Don Escudero'],['Jaime Fabregas'],"['Rudy Baldovino', 'Danny Cruz']",['drama'],"['Daniel Fernando', 'Anna Marie Gutierrez', 'Orestes Ojeda', 'Eugene Enriquez', 'Amanda Amores', 'Mike Austria', 'Pen Medina', 'Uro Q. dela Cruz', 'Lore Reyes', 'Rafael Salonga', 'Caloy Balasbas', 'Carlito Abrasia', 'Jed Arboleda', 'Dwight Gaston', 'Erin John Martir']",nan,3.64,https://letterboxd.com//film/scorpio-nights/
Birdshot,2016,116,Mikhail Red,nan,"['Mikhail Red', 'Rae Red']","['Jay Halili', 'Mikhail Red']",['Mycko David'],['Michael N. Espanol'],['Teresa Barrozo'],"['Lamberto Casas Jr.', 'Alex Tomboc']","['drama', 'mystery', 'thriller']","['Mary Joy Apostol', 'Manuel Aquino', 'John Arcilla', 'Arnold Reyes', 'Ku Aquino']",nan,3.64,https://letterboxd.com//film/birdshot/
Crying Ladies,2003,110,Mark Meily,['Tony Gloria'],['Mark Meily'],['Danny Añonuevo'],['Lee Briones-Meily'],['Norman Regalado'],['Vincent de Jesus'],['Raffy Magsaysay'],['comedy'],"['Sharon Cuneta', 'Angel Aquino', 'Hilda Koronel', 'Eric Quizon', 'Ricky Davao', 'Shamaine Buencamino', 'Sherry Lara', 'Julio Pacheco', 'Raymond Bagatsing', 'Bella Flores', 'Lou Veloso', 'Andoy Ranay', 'Ruby Ruiz', 'Jojit Lorenzo', 'Mae Paner']",nan,3.64,https://letterboxd.com//film/crying-ladies/
The Affair,1982,115,Ishmael Bernal,nan,"['Ishmael Bernal', 'Raquel Villavicencio', 'Ricardo Lee']",['Augusto Salvador'],['Sergio Lobo'],['Benjie De Guzman'],['Vanishing Tribe'],"['Jun Martinez', 'Vic Macamay']","['romance', 'drama']","['Vilma Santos', 'Christopher de Leon', 'Jimi Melendez', 'Ernie Zarate', 'Lucy Quinto', 'Manny Castañeda', 'Beth Mondragon', 'Bing Fabregas', 'Olive Madridejos', 'Augusto Victa', 'Dante Castro', 'Tony Angeles', 'Thaemar Achacoso', 'Myrna Rosales', 'Evelyn Loreto', 'Christopher Tuazon', 'Gigette Reyes', 'Raquel Villavicencio']",nan,3.64,https://letterboxd.com//film/the-affair-1982/
Ten Little Mistresses,2023,125,Jun Robles Lana,"['Jun Robles Lana', 'Omar Sortijas', 'Jenielle Enojo-Mauricio']",['Jun Robles Lana'],['Benjamin Gonzales Tolentino'],['Carlo Mendoza'],['Alvin Francisco'],['Teresa Barrozo'],['Alex Tomboc'],"['comedy', 'mystery']","['John Arcilla', 'Eugene Domingo', 'Pokwang', 'Carmi Martin', 'Agot Isidro', 'Arci Muñoz', 'Christian Bables', 'Kris Bernal', 'Sharlene San Pedro', 'Adrianna So', 'Kate Alejandrino', 'Iana Bernardez', 'Donna Cariaga', 'Cherry Pie Picache']",nan,3.63,https://letterboxd.com//film/ten-little-mistresses/
The Halt,2019,283,Lav Diaz,nan,['Lav Diaz'],['Lav Diaz'],"['Lav Diaz', 'Daniel Uy']",['Lav Diaz'],nan,"['Corinne de San Jose', 'Jemboy Aguilar']","['science-fiction', 'drama', 'thriller']","['Piolo Pascual', 'Joel Lamangan', 'Pinky Amador', 'Shaina Magdayao', 'Hazel Orencio', 'Mara Lopez', 'Noel Miralles', 'Ian Lomongo', 'Joel Saracho', 'Ely Buendia', 'Bart Guingona', 'Susan Africa', 'Ashton Llarenas', 'Earl Ignacio', 'Adrienne Vergara', 'Jonathan Francisco', 'Dolly de Leon']",nan,3.63,https://letterboxd.com//film/the-halt/
Mangarap Ka,1995,118,Rory B. Quintos,nan,"['Olivia M. Lamasan', 'Ricardo Lee', 'Jerry Lopez Sineneng']",nan,"['Joe Batac', 'Ricardo Jacinto']",['Nuel C. Naval'],nan,nan,"['drama', 'romance']","['Mark Anthony Fernandez', 'Claudine Barretto', 'Kier Legaspi', 'Gio Alvarez', 'Roselle Nava', 'Nikka Valencia', 'Dante Rivero', 'Boots Anson-Roa', 'Gina Pareño', 'Anita Linda', 'Charlie Davao', 'Cris Vertido', 'Erika Fife', 'Jessy Dominguez', 'Elaine Eigenmann', 'Susan Hosseinzadeh', 'Ernie Zarate', 'Alvin Anson', 'Luigi Alvarez', 'Mon Castro', 'Bon Vargas', 'Aida Espiritu', 'Shelley Alvarez', 'Tracy Montelibano']",nan,3.63,https://letterboxd.com//film/mangarap-ka/
Heaven's Waiting,2018,90,Dan Villegas,"['Dan Villegas', 'Antoinette Jadaone', 'Armi Rae Cacanindin']",['Juan Miguel Severo'],['Marya Ignacio'],"['Nor Domingo', 'Pao Orendain']",['Anna Lou Sanchez'],['Len Calvo'],"['Immanuel Verona', 'Russel Gabayeron']","['comedy', 'drama']","['Eddie Garcia', 'Gina Pareño', 'Kat Galang', 'Joel Saracho', 'Mary Joy Apostol', 'Jomari Angeles', 'Ge Villamil', 'Dolly de Leon', 'Francis Mata', 'Karl Medina', 'Che Ramos', 'Mel Kimura', 'Reynald Santos']",nan,3.63,https://letterboxd.com//film/heavens-waiting-2018/
Bituing Walang Ningning,1985,126,Emmanuel H. Borlaza,nan,"['Orlando Nadres', 'Nerissa Cabral']",['Edgardo Jarlego'],['Romeo Vitug'],['Manny Morfe'],['Willy Cruz'],['Vic Macamay'],"['romance', 'drama', 'music']","['Sharon Cuneta', 'Cherie Gil', 'Christopher de Leon', 'Jay Ilagan', 'Tommy Abuel', 'Joel Torre', 'Chanda Romero', 'Lorli Villanueva', 'Vicky Suba', 'Lito Pastrana', 'Timothy Diwa', 'Eric Borlaza', 'Alvin Torres', 'Ronald Catahan', 'Gemmalyn Lingad', 'Rose De Guzman', 'Jenny Corpuz', 'Augusto Victa', 'Leila Lopez', 'Tony Martinez', 'Robert Miclat', 'Ed de Leon']",nan,3.62,https://letterboxd.com//film/bituing-walang-ningning/
"Ina, Kapatid, Anak",1979,98,Lino Brocka,nan,['Mel Chionglo'],['Augusto Salvador'],['Conrado Baltazar'],['Mel Chionglo'],['Ernani Cuenco'],"['Ramon Reyes', 'Luis S. Reyes']",nan,"['Lolita Rodriguez', 'Charito Solis', 'Rio Locsin', 'Ric Rodrigo', 'Raul Aragon', 'Laurice Guillen', 'Lorli Villanueva', 'Manny Ojeda', 'Sonia Valenciano']",nan,3.63,https://letterboxd.com//film/ina-kapatid-anak/
Ploning,2008,nan,Dante Nico Garcia,nan,"['Dante Nico Garcia', 'BJ Lingan']",['Danny Añonuevo'],['Charlie Peralta'],['Raymond Jorge Fernandez'],['Jessie Lasaten'],nan,"['romance', 'drama']","['Judy Ann Santos', 'Gina Pareño', 'Mylene Dizon', 'Meryll Soriano', 'Ces Quesada', 'Tony Mabesa', 'Crispin Pineda', 'Eugene Domingo', 'Tessie Tomas', 'Ronnie Lazaro', 'Joel Torre', 'Beth Tamayo', 'Jojit Lorenzo', 'Spanky Manikan', 'Boyong Fernandez', 'Ketchup Eusebio']",nan,3.63,https://letterboxd.com//film/ploning/
Grandmother,2009,110,Brillante Mendoza,['Ferdinand Lapuz'],['Linda Casimiro'],['Kats Serraon'],['Odyssey Flores'],['Brillante Mendoza'],['Teresa Barrozo'],"['Albert Michael Idioma', 'Addiss Tabong']",['drama'],"['Anita Linda', 'Tanya Gomez', 'Jhong Hilario', 'Ketchup Eusebio', 'Rustica Carpio', 'Benjie Filomeno', 'Bobby Jerome Go', 'Geraldine Villamil', 'Nico Nullan', 'Hope Matriano', 'Tim Yap', 'Earl Zanorio', 'Catherine Cornell', 'Jojit Lorenzo', 'Tess Antonio']",nan,3.62,https://letterboxd.com//film/grandmother/
Malvarosa,1958,101,Gregorio Fernandez,nan,"['Clodualdo Del Mundo Sr.', 'Consuelo P. Osorio']",nan,nan,nan,nan,nan,['drama'],"['Charito Solis', 'Leroy Salvador', 'Carlos Padilla Jr.', 'Eddie Rodriguez', 'Vic Silayan', 'Rebecca Del Rio', 'Vic Diaz', 'Rey Ruiz', 'Linda Roxas', 'Johnny Reyes', 'Priscilla Ramirez', 'Ramon Olmos', 'Nita Ramos', 'Johnny Legarda', 'Levi Celerio', 'Caridad Sanchez', 'Perla Bautista', 'Segundo Maniquiz']",nan,3.62,https://letterboxd.com//film/malvarosa/
Salvage,2015,92,Sherad Anthony Sanchez,['Sherad Anthony Sanchez'],['Sherad Anthony Sanchez'],['Lawrence S. Ang'],['Malay Javier'],['Joel Geolamen'],nan,"['Arvie Bartolome', 'Lawrence S. Ang']",['horror'],"['Jessy Mendiola', 'JC de Vera', 'Joel Saracho', 'Karl Medina', 'Barbie Capacio', 'Lav Diaz', 'Gloria Morales', 'Raya Martin', 'John Torres', 'Sunshine Teodoro']",nan,3.61,https://letterboxd.com//film/salvage-2015-1/
The Woman in the Septic Tank,2011,87,Marlon Rivera,nan,['Chris Martinez'],['Ike Veneracion'],['Larry Manda'],['Norman Regalado'],['Vincent de Jesus'],"['Albert Michael Idioma', 'Addiss Tabong']",['comedy'],"['Eugene Domingo', 'JM de Guzman', 'Cai Cortez', 'Kean Cipriano', 'Jonathan Tadioan', 'Carlos Dala', 'K.C. Marcelo', 'Cherry Pie Picache', 'Mercedes Cabral', 'Lani Tapia', 'Sonny Bautista']",nan,3.61,https://letterboxd.com//film/the-woman-in-the-septic-tank/
Oro,2016,110,Alvin B. Yapan,['Shandii Bacolod'],['Alvin B. Yapan'],['Benjamin Gonzales Tolentino'],['Ronald Rebutica'],['Harley Alcasid'],nan,['Jess Carlos'],"['thriller', 'crime', 'drama']","['Joem Bascon', 'Mercedes Cabral', 'Irma Adlawan', 'Sue Prado', 'Biboy Ramirez', 'Sandino Martin', 'Arrian Labios', 'Cedrick Juan', 'Ronald Regala', 'Timothy Castillo', 'Tracy Quila', 'Acey Aguilar', 'Sunshine Teodoro']",nan,3.61,https://letterboxd.com//film/oro/
Macho Dancer,1988,136,Lino Brocka,nan,"['Amado Lacuesta', 'Ricardo Lee']",['Ruben Natividad'],['Joe Tutanes'],['Benjie De Guzman'],['Mon del Rosario'],nan,['drama'],"['Daniel Fernando', 'Allan Paule', 'Jaclyn Jose', 'William Lorenzo', 'Princess Punzalan', 'Lucita Soriano', 'Joel Lamangan', 'Timothy Diwa', 'Angelo Miguel', 'Johnny Vicar', 'Bobby Sano', 'Charlie Catalla', 'Anthony Taylor', 'Tony Mabesa', 'Ronald Mendoza', 'Mel Davidson', 'Paul Holmes', 'Jimmy Reyes', 'Mel Arca', 'Khryss Adalia', 'Marie Barbacui', 'Cheriebee Santos', 'Dan Bermudez', 'Rommel Santos', 'Bert Garon', 'Roscoe Martin', 'Ron Michaels', 'Elcid Esteban', 'Jun Medrano', 'Bonnie Mina', 'Eddie Mozon', 'Jason Aragon', 'Jose Cortez', 'Joel Saracho', 'Rene Soriano', 'Joseph Esquejo', 'Roland Maghinang', 'Roland Maghinang', 'Frank Tinio', 'Raul Barbosa', 'Bunny Olaes', 'Joey Puno', 'Rollie Trinidad']",nan,3.61,https://letterboxd.com//film/macho-dancer/
Water Lemon,2015,100,Lemuel Lorca,"['E.A. Rocha', 'Fernando Ortigas']","['Lemuel Lorca', 'Lilit Reyes']",['Benjamin Gonzales Tolentino'],['Lee Briones-Meily'],['Ben Payumo'],['Alessandra de Rossi'],['Andrew Milallos'],['drama'],"['Jun Jun Quintana', 'Tessie Tomas', 'Meryll Soriano', 'Alessandra de Rossi', 'Lou Veloso']",nan,3.61,https://letterboxd.com//film/water-lemon/
Foster Child,2007,98,Brillante Mendoza,nan,['Ralston Jover'],['Charliebebs Gohetia'],['Odyssey Flores'],['Benjamin Padero'],['Jerrold Tarog'],"['Arnold Reodica', 'Emmanuel Clemente']",['drama'],"['Cherry Pie Picache', 'Kier Segundo', 'Eugene Domingo', 'Jiro Manio', 'Alwyn Uytingco', 'Dan Alvaro', 'Jake Macapagal', 'Kristoffer King']",nan,3.6,https://letterboxd.com//film/foster-child/
Pauwi Na,2016,122,Paolo Villaluna,nan,"['Ellen Ramos', 'Paolo Villaluna']",nan,nan,nan,nan,nan,['comedy'],"['Bembol Roco', 'Cherry Pie Picache', 'Meryll Soriano', 'Jess Mendoza', 'Jerald Napoles', 'Chai Fonacier']",nan,3.6,https://letterboxd.com//film/pauwi-na/
Patintero: Ang Alamat ni Meng Patalo,2015,100,Mihk Vergara,nan,nan,['Mai Dionisio'],['Mycko David'],"['Monica Sebial', 'Marco Ortiga']",nan,nan,"['comedy', 'drama']","['Nafa Hilario Cruz', 'Lenlen Frial', 'Vince Magbanua', 'Rain Villare', 'William Buenavente', 'Claude Mikael Adrales', 'Suzette Ranillo', 'Nomer Limatog Jr.']",nan,3.6,https://letterboxd.com//film/patintero-ang-alamat-ni-meng-patalo/
